Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
rectangular,tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
rectangular,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
 ,,,,,,,,,,,
square,cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      triangle/triangle_3 (green triangle block)      ,cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
square,carrot/carrot_2 (carrot orange long-cone)      triangle/triangle_3 (green triangle block)      cucumber/cucumber_3 (green cucumber ovoid)      cube/cube_4 (red cube block)      tomato/tomato_3 (red tomato ellipsoid)      ,cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
square,tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      cube/cube_4 (red cube block)      carrot/carrot_2 (carrot orange long-cone)      triangle/triangle_3 (green triangle block)      cucumber/cucumber_3 (green cucumber ovoid)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
square,cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
square,cube/cube_4 (red cube block)      triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      cube/cube_4 (red cube block)      ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,cube/cube_4 (red cube block) cube/cube_4 (red cube block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
 ,,,,,,,,,,,
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_2 (yellow banana arch)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
circle,banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      carrot/carrot_2 (carrot orange long-cone)      banana/banana_2 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      cuboid/cuboid_4 (blue cuboid block)      banana/banana_2 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      tomato/tomato_3 (red tomato ellipsoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,3.0,0.5,0.0,0.0,0.0
circle,tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,3.0,0.5,0.0,0.0,0.0
circle,cuboid/cuboid_4 (blue cuboid block)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_2 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
circle,tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      semicylinder/semicylinder_3 (yellow semicylinder block)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      carrot/carrot_2 (carrot orange long-cone)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
circle,carrot/carrot_2 (carrot orange long-cone)      banana/banana_2 (yellow banana arch)      tomato/tomato_3 (red tomato ellipsoid)      semicylinder/semicylinder_3 (yellow semicylinder block)      cuboid/cuboid_4 (blue cuboid block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
circle,tomato/tomato_3 (red tomato ellipsoid)      banana/banana_2 (yellow banana arch)      semicylinder/semicylinder_3 (yellow semicylinder block)      cuboid/cuboid_4 (blue cuboid block)      semicylinder/semicylinder_3 (yellow semicylinder block)      ,semicylinder/semicylinder_3 (yellow semicylinder block) semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
circle,semicylinder/semicylinder_3 (yellow semicylinder block)      tomato/tomato_3 (red tomato ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      banana/banana_2 (yellow banana arch)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      ,semicylinder/semicylinder_3 (yellow semicylinder block) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
 ,,,,,,,,,,,
arch,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      arch/arch_4 (red arch block)      arch/arch_4 (red arch block)      ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,orange/orange_4 (orange ellipsoid)      carrot/carrot_2 (carrot orange long-cone)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,arch/arch_4 (red arch block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      carrot/carrot_2 (carrot orange long-cone)      ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,orange/orange_4 (orange ellipsoid)      arch/arch_4 (red arch block)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,carrot/carrot_2 (carrot orange long-cone)      cuboid/cuboid_4 (blue cuboid block)      arch/arch_4 (red arch block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      orange/orange_4 (orange ellipsoid)      arch/arch_4 (red arch block)      carrot/carrot_2 (carrot orange long-cone)      ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
arch,tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      carrot/carrot_2 (carrot orange long-cone)      orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cucumber/cucumber_3 (green cucumber ovoid)      ,arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
arch,orange/orange_4 (orange ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      arch/arch_4 (red arch block)      carrot/carrot_2 (carrot orange long-cone)      ,arch/arch_4 (red arch block) arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
arch,arch/arch_4 (red arch block)      cuboid/cuboid_4 (blue cuboid block)      orange/orange_4 (orange ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      ,arch/arch_4 (red arch block) ,arch/arch_4 (red arch block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
rectangle,triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
rectangle,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
rectangle,tomato/tomato_3 (red tomato ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
rectangle,cuboid/cuboid_4 (blue cuboid block)      lime/lime_2 (green lime ellipsoid)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
rectangle,lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      ,cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
rectangle,cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
rectangle,triangle/triangle_3 (green triangle block)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
rectangle,lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      triangle/triangle_3 (green triangle block)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
rectangle,triangle/triangle_3 (green triangle block)      lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      cucumber/cucumber_3 (green cucumber ovoid)      ,cuboid/cuboid_4 (blue cuboid block) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
rectangle,lime/lime_2 (green lime ellipsoid)      cuboid/cuboid_4 (blue cuboid block)      triangle/triangle_3 (green triangle block)      cucumber/cucumber_3 (green cucumber ovoid)      cuboid/cuboid_4 (blue cuboid block)      tomato/tomato_3 (red tomato ellipsoid)      ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,cuboid/cuboid_4 (blue cuboid block) cuboid/cuboid_4 (blue cuboid block) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
